date,LONG_FIZ,SHORT_FIZ,OI_FIZ,NET_FIZ,LONG_YUR,SHORT_YUR,OI_YUR,NET_YUR,OI_TOTAL,DELTA_OI,DELTA_NET_YUR,DELTA_NET_FIZ
2024-02-20,12499,25975,38474,-13476,50197,36721,86918,13476,62696.0,1543.0,-124.0,124.0
2024-02-21,15207,26031,41238,-10824,47490,36666,84156,10824,62697.0,1.0,-2652.0,2652.0
2024-02-22,14617,23722,38339,-9105,46686,37581,84267,9105,61303.0,-1394.0,-1719.0,1719.0
2024-02-26,15747,24206,39953,-8459,46070,37611,83681,8459,61817.0,514.0,-646.0,646.0
2024-02-27,14956,23830,38786,-8874,46949,38075,85024,8874,61905.0,88.0,415.0,-415.0
2024-02-28,15356,25147,40503,-9791,48635,38844,87479,9791,63991.0,2086.0,917.0,-917.0
2024-02-29,13950,21304,35254,-7354,47292,39938,87230,7354,61242.0,-2749.0,-2437.0,2437.0
2024-03-01,14281,20944,35225,-6663,46965,40302,87267,6663,61246.0,4.0,-691.0,691.0
2024-03-04,13647,22553,36200,-8906,49557,40651,90208,8906,63204.0,1958.0,2243.0,-2243.0
2024-03-05,14637,22954,37591,-8317,49868,41551,91419,8317,64505.0,1301.0,-589.0,589.0
2024-03-06,15994,23902,39896,-7908,50021,42113,92134,7908,66015.0,1510.0,-409.0,409.0
2024-03-07,15863,23681,39544,-7818,50944,43126,94070,7818,66807.0,792.0,-90.0,90.0
2024-03-11,16106,23671,39777,-7565,56269,48704,104973,7565,72375.0,5568.0,-253.0,253.0
2024-03-12,16674,24568,41242,-7894,55547,47653,103200,7894,72221.0,-154.0,329.0,-329.0
2024-03-13,16859,24680,41539,-7821,54068,46247,100315,7821,70927.0,-1294.0,-73.0,73.0
2024-03-14,15726,24335,40061,-8609,54873,46264,101137,8609,70599.0,-328.0,788.0,-788.0
2024-03-15,16252,24507,40759,-8255,58441,50186,108627,8255,74693.0,4094.0,-354.0,354.0
2024-03-18,16593,23438,40031,-6845,54284,47439,101723,6845,70877.0,-3816.0,-1410.0,1410.0
2024-03-19,16095,23625,39720,-7530,62622,55092,117714,7530,78717.0,7840.0,685.0,-685.0
2024-03-20,14340,24013,38353,-9673,59125,49452,108577,9673,73465.0,-5252.0,2143.0,-2143.0
2024-03-21,8529,17041,25570,-8512,44831,36319,81150,8512,53360.0,-20105.0,-1161.0,1161.0
2024-03-22,10919,18064,28983,-7145,44597,37452,82049,7145,55516.0,2156.0,-1367.0,1367.0
2024-03-25,14322,18408,32730,-4086,50823,46737,97560,4086,65145.0,9629.0,-3059.0,3059.0
2024-03-26,14488,17852,32340,-3364,52267,48903,101170,3364,66755.0,1610.0,-722.0,722.0
2024-03-27,14614,17724,32338,-3110,52943,49833,102776,3110,67557.0,802.0,-254.0,254.0
2024-03-28,14582,17291,31873,-2709,53223,50514,103737,2709,67805.0,248.0,-401.0,401.0
2024-03-29,15189,16814,32003,-1625,53054,51429,104483,1625,68243.0,438.0,-1084.0,1084.0
2024-04-01,15401,17698,33099,-2297,54787,52490,107277,2297,70188.0,1945.0,672.0,-672.0
2024-04-02,15604,17187,32791,-1583,54648,53065,107713,1583,70252.0,64.0,-714.0,714.0
2024-04-03,14563,18779,33342,-4216,56626,52410,109036,4216,71189.0,937.0,2633.0,-2633.0
2024-04-04,13336,20987,34323,-7651,59703,52052,111755,7651,73039.0,1850.0,3435.0,-3435.0
2024-04-05,13108,20168,33276,-7060,60023,52963,112986,7060,73131.0,92.0,-591.0,591.0
2024-04-08,12635,19663,32298,-7028,60519,53491,114010,7028,73154.0,23.0,-32.0,32.0
2024-04-09,12403,18910,31313,-6507,63106,56599,119705,6507,75509.0,2355.0,-521.0,521.0
2024-04-10,12554,20463,33017,-7909,64746,56837,121583,7909,77300.0,1791.0,1402.0,-1402.0
2024-04-11,12891,21251,34142,-8360,64960,56600,121560,8360,77851.0,551.0,451.0,-451.0
2024-04-12,12811,21934,34745,-9123,65681,56558,122239,9123,78492.0,641.0,763.0,-763.0
2024-04-15,12160,21732,33892,-9572,66794,57222,124016,9572,78954.0,462.0,449.0,-449.0
2024-04-16,11992,22831,34823,-10839,68411,57572,125983,10839,80403.0,1449.0,1267.0,-1267.0
2024-04-17,11455,22821,34276,-11366,71194,59828,131022,11366,82649.0,2246.0,527.0,-527.0
2024-04-18,11439,22033,33472,-10594,71986,61392,133378,10594,83425.0,776.0,-772.0,772.0
2024-04-19,11688,21560,33248,-9872,73315,63443,136758,9872,85003.0,1578.0,-722.0,722.0
2024-04-22,12554,22162,34716,-9608,74641,65033,139674,9608,87195.0,2192.0,-264.0,264.0
2024-04-23,13993,21619,35612,-7626,79389,71763,151152,7626,93382.0,6187.0,-1982.0,1982.0
2024-04-24,14819,21340,36159,-6521,82610,76089,158699,6521,97429.0,4047.0,-1105.0,1105.0
2024-04-25,14978,19536,34514,-4558,86164,81606,167770,4558,101142.0,3713.0,-1963.0,1963.0
2024-04-26,14987,20053,35040,-5066,92298,87232,179530,5066,107285.0,6143.0,508.0,-508.0
2024-04-29,14859,18327,33186,-3468,92929,89461,182390,3468,107788.0,503.0,-1598.0,1598.0
2024-04-30,14385,18948,33333,-4563,94680,90117,184797,4563,109065.0,1277.0,1095.0,-1095.0
2024-05-02,14268,20343,34611,-6075,99066,92991,192057,6075,113334.0,4269.0,1512.0,-1512.0
2024-05-03,14653,20136,34789,-5483,99484,94001,193485,5483,114137.0,803.0,-592.0,592.0
2024-05-06,14651,21289,35940,-6638,105417,98779,204196,6638,120068.0,5931.0,1155.0,-1155.0
2024-05-07,14786,20553,35339,-5767,108634,102867,211501,5767,123420.0,3352.0,-871.0,871.0
2024-05-08,15616,21062,36678,-5446,109171,103725,212896,5446,124787.0,1367.0,-321.0,321.0
2024-05-10,15688,20441,36129,-4753,108703,103950,212653,4753,124391.0,-396.0,-693.0,693.0
2024-05-13,16457,19314,35771,-2857,108094,105237,213331,2857,124551.0,160.0,-1896.0,1896.0
2024-05-14,16747,20017,36764,-3270,112570,109300,221870,3270,129317.0,4766.0,413.0,-413.0
2024-05-15,15936,19817,35753,-3881,115981,112100,228081,3881,131917.0,2600.0,611.0,-611.0
2024-05-16,16268,18640,34908,-2372,116699,114327,231026,2372,132967.0,1050.0,-1509.0,1509.0
2024-05-17,15749,18378,34127,-2629,126080,123451,249531,2629,141829.0,8862.0,257.0,-257.0
2024-05-20,17963,21811,39774,-3848,132346,128498,260844,3848,150309.0,8480.0,1219.0,-1219.0
2024-05-21,19722,16525,36247,3197,141031,144228,285259,-3197,160753.0,10444.0,-7045.0,7045.0
2024-05-22,19338,17742,37080,1596,144208,145804,290012,-1596,163546.0,2793.0,1601.0,-1601.0
2024-05-23,19238,17203,36441,2035,143659,145694,289353,-2035,162897.0,-649.0,-439.0,439.0
2024-05-24,20580,18139,38719,2441,143942,146383,290325,-2441,164522.0,1625.0,-406.0,406.0
2024-05-27,22260,18329,40589,3931,139138,143069,282207,-3931,161398.0,-3124.0,-1490.0,1490.0
2024-05-28,20703,15733,36436,4970,138101,143071,281172,-4970,158804.0,-2594.0,-1039.0,1039.0
2024-05-29,21979,15859,37838,6120,132747,138867,271614,-6120,154726.0,-4078.0,-1150.0,1150.0
2024-05-30,23501,16452,39953,7049,137712,144761,282473,-7049,161213.0,6487.0,-929.0,929.0
2024-05-31,28223,15646,43869,12577,138957,151534,290491,-12577,167180.0,5967.0,-5528.0,5528.0
2024-06-03,29996,12220,42216,17776,134025,151801,285826,-17776,164021.0,-3159.0,-5199.0,5199.0
2024-06-04,25743,12048,37791,13695,140289,153984,294273,-13695,166032.0,2011.0,4081.0,-4081.0
2024-06-05,25432,12428,37860,13004,144250,157254,301504,-13004,169682.0,3650.0,691.0,-691.0
2024-06-06,23674,16851,40525,6823,149419,156242,305661,-6823,173093.0,3411.0,6181.0,-6181.0
2024-06-07,27618,12090,39708,15528,148601,164129,312730,-15528,176219.0,3126.0,-8705.0,8705.0
2024-06-10,25785,15147,40932,10638,153750,164388,318138,-10638,179535.0,3316.0,4890.0,-4890.0
2024-06-11,24887,18314,43201,6573,158233,164806,323039,-6573,183120.0,3585.0,4065.0,-4065.0
2024-06-13,24270,13871,38141,10399,159499,169898,329397,-10399,183769.0,649.0,-3826.0,3826.0
2024-06-14,27250,16913,44163,10337,156793,167130,323923,-10337,184043.0,274.0,62.0,-62.0
2024-06-17,27298,18425,45723,8873,160472,169345,329817,-8873,187770.0,3727.0,1464.0,-1464.0
2024-06-18,27792,19323,47115,8469,167346,175815,343161,-8469,195138.0,7368.0,404.0,-404.0
2024-06-19,27327,18008,45335,9319,177576,186895,364471,-9319,204903.0,9765.0,-850.0,850.0
2024-06-20,14640,14068,28708,572,33327,33899,67226,-572,47967.0,-156936.0,8747.0,-8747.0
2024-06-21,12913,12849,25762,64,39491,39555,79046,-64,52404.0,4437.0,508.0,-508.0
2024-06-24,13579,13340,26919,239,42922,43161,86083,-239,56501.0,4097.0,-175.0,175.0
2024-06-25,15176,12891,28067,2285,45537,47822,93359,-2285,60713.0,4212.0,-2046.0,2046.0
2024-06-26,16575,12710,29285,3865,46723,50588,97311,-3865,63298.0,2585.0,-1580.0,1580.0
2024-06-27,16982,12836,29818,4146,45921,50067,95988,-4146,62903.0,-395.0,-281.0,281.0
2024-06-28,16022,13275,29297,2747,46495,49242,95737,-2747,62517.0,-386.0,1399.0,-1399.0
2024-07-01,17042,14222,31264,2820,47172,49992,97164,-2820,64214.0,1697.0,-73.0,73.0
2024-07-02,16488,16856,33344,-368,47130,46762,93892,368,63618.0,-596.0,3188.0,-3188.0
2024-07-03,13875,15733,29608,-1858,48254,46396,94650,1858,62129.0,-1489.0,1490.0,-1490.0
2024-07-04,15953,16537,32490,-584,51790,51206,102996,584,67743.0,5614.0,-1274.0,1274.0
2024-07-05,15324,17613,32937,-2289,50345,48056,98401,2289,65669.0,-2074.0,1705.0,-1705.0
2024-07-08,15139,20486,35625,-5347,49579,44232,93811,5347,64718.0,-951.0,3058.0,-3058.0
2024-07-09,16668,20762,37430,-4094,49147,45053,94200,4094,65815.0,1097.0,-1253.0,1253.0
2024-07-10,20146,20510,40656,-364,50579,50215,100794,364,70725.0,4910.0,-3730.0,3730.0
2024-07-11,19339,17786,37125,1553,52628,54181,106809,-1553,71967.0,1242.0,-1917.0,1917.0
2024-07-12,17840,20527,38367,-2687,50761,48074,98835,2687,68601.0,-3366.0,4240.0,-4240.0
2024-07-15,20874,21431,42305,-557,52028,51471,103499,557,72902.0,4301.0,-2130.0,2130.0
2024-07-16,20969,18086,39055,2883,53468,56351,109819,-2883,74437.0,1535.0,-3440.0,3440.0
2024-07-17,20983,17256,38239,3727,55716,59443,115159,-3727,76699.0,2262.0,-844.0,844.0
2024-07-18,20883,19044,39927,1839,55723,57562,113285,-1839,76606.0,-93.0,1888.0,-1888.0
2024-07-19,20753,19422,40175,1331,53514,54845,108359,-1331,74267.0,-2339.0,508.0,-508.0
2024-07-22,22734,19007,41741,3727,49526,53253,102779,-3727,72260.0,-2007.0,-2396.0,2396.0
2024-07-23,21977,18751,40728,3226,48167,51393,99560,-3226,70144.0,-2116.0,501.0,-501.0
2024-07-24,23275,18927,42202,4348,44596,48944,93540,-4348,67871.0,-2273.0,-1122.0,1122.0
2024-07-25,23053,20915,43968,2138,41358,43496,84854,-2138,64411.0,-3460.0,2210.0,-2210.0
2024-07-26,21677,22698,44375,-1021,41481,40460,81941,1021,63158.0,-1253.0,3159.0,-3159.0
2024-07-29,21529,25368,46897,-3839,44688,40849,85537,3839,66217.0,3059.0,2818.0,-2818.0
2024-07-30,20475,26485,46960,-6010,45354,39344,84698,6010,65829.0,-388.0,2171.0,-2171.0
2024-07-31,22604,24505,47109,-1901,46514,44613,91127,1901,69118.0,3289.0,-4109.0,4109.0
2024-08-01,22769,24711,47480,-1942,46755,44813,91568,1942,69524.0,406.0,41.0,-41.0
2024-08-02,23952,28614,52566,-4662,50422,45760,96182,4662,74374.0,4850.0,2720.0,-2720.0
2024-08-05,26683,25389,52072,1294,54268,55562,109830,-1294,80951.0,6577.0,-5956.0,5956.0
2024-08-06,26576,21505,48081,5071,56595,61666,118261,-5071,83171.0,2220.0,-3777.0,3777.0
2024-08-07,26969,23871,50840,3098,58096,61194,119290,-3098,85065.0,1894.0,1973.0,-1973.0
2024-08-08,26561,24693,51254,1868,58678,60546,119224,-1868,85239.0,174.0,1230.0,-1230.0
2024-08-09,28024,21710,49734,6314,57081,63395,120476,-6314,85105.0,-134.0,-4446.0,4446.0
2024-08-12,28938,20894,49832,8044,57032,65076,122108,-8044,85970.0,865.0,-1730.0,1730.0
2024-08-13,29198,21888,51086,7310,51956,59266,111222,-7310,81154.0,-4816.0,734.0,-734.0
2024-08-14,31034,22580,53614,8454,49909,58363,108272,-8454,80943.0,-211.0,-1144.0,1144.0
2024-08-15,32910,24687,57597,8223,50407,58630,109037,-8223,83317.0,2374.0,231.0,-231.0
2024-08-16,32599,23143,55742,9456,49189,58645,107834,-9456,81788.0,-1529.0,-1233.0,1233.0
2024-08-19,36553,23376,59929,13177,47597,60774,108371,-13177,84150.0,2362.0,-3721.0,3721.0
2024-08-20,36995,23265,60260,13730,46862,60592,107454,-13730,83857.0,-293.0,-553.0,553.0
2024-08-21,39305,23906,63211,15399,49222,64621,113843,-15399,88527.0,4670.0,-1669.0,1669.0
2024-08-22,40800,22746,63546,18054,48461,66515,114976,-18054,89261.0,734.0,-2655.0,2655.0
2024-08-23,43599,20741,64340,22858,52606,75464,128070,-22858,96205.0,6944.0,-4804.0,4804.0
2024-08-26,35002,22459,57461,12543,52257,64800,117057,-12543,87259.0,-8946.0,10315.0,-10315.0
2024-08-27,36730,24059,60789,12671,53514,66185,119699,-12671,90244.0,2985.0,-128.0,128.0
2024-08-28,39414,20097,59511,19317,51553,70870,122423,-19317,90967.0,723.0,-6646.0,6646.0
2024-08-29,39881,21249,61130,18632,57776,76408,134184,-18632,97657.0,6690.0,685.0,-685.0
2024-08-30,45796,22891,68687,22905,62475,85380,147855,-22905,108271.0,10614.0,-4273.0,4273.0
2024-09-02,54827,24882,79709,29945,66572,96517,163089,-29945,121399.0,13128.0,-7040.0,7040.0
2024-09-03,49527,22018,71545,27509,65423,92932,158355,-27509,114950.0,-6449.0,2436.0,-2436.0
2024-09-04,45935,26902,72837,19033,66729,85762,152491,-19033,112664.0,-2286.0,8476.0,-8476.0
2024-09-05,40611,27756,68367,12855,63772,76627,140399,-12855,104383.0,-8281.0,6178.0,-6178.0
2024-09-06,39115,25361,64476,13754,61280,75034,136314,-13754,100395.0,-3988.0,-899.0,899.0
2024-09-09,42045,30247,72292,11798,62900,74698,137598,-11798,104945.0,4550.0,1956.0,-1956.0
2024-09-10,38534,29911,68445,8623,65251,73874,139125,-8623,103785.0,-1160.0,3175.0,-3175.0
2024-09-11,37599,31514,69113,6085,63300,69385,132685,-6085,100899.0,-2886.0,2538.0,-2538.0
2024-09-12,40383,36166,76549,4217,64568,68785,133353,-4217,104951.0,4052.0,1868.0,-1868.0
2024-09-13,39512,37649,77161,1863,66500,68363,134863,-1863,106012.0,1061.0,2354.0,-2354.0
2024-09-16,37191,33843,71034,3348,69103,72451,141554,-3348,106294.0,282.0,-1485.0,1485.0
2024-09-17,36993,30619,67612,6374,66669,73043,139712,-6374,103662.0,-2632.0,-3026.0,3026.0
2024-09-18,37095,29825,66920,7270,58097,65367,123464,-7270,95192.0,-8470.0,-896.0,896.0
2024-09-19,21106,19769,40875,1337,41297,42634,83931,-1337,62403.0,-32789.0,5933.0,-5933.0
2024-09-20,26058,21656,47714,4402,49966,54368,104334,-4402,76024.0,13621.0,-3065.0,3065.0
2024-09-23,29434,24979,54413,4455,48146,52601,100747,-4455,77580.0,1556.0,-53.0,53.0
2024-09-24,28165,28632,56797,-467,53609,53142,106751,467,81774.0,4194.0,4922.0,-4922.0
2024-09-25,26770,30595,57365,-3825,60594,56769,117363,3825,87364.0,5590.0,3358.0,-3358.0
2024-09-26,27297,27818,55115,-521,63813,63292,127105,521,91110.0,3746.0,-3304.0,3304.0
2024-09-27,29880,25025,54905,4855,59503,64358,123861,-4855,89383.0,-1727.0,-5376.0,5376.0
2024-09-30,30626,27534,58160,3092,61309,64401,125710,-3092,91935.0,2552.0,1763.0,-1763.0
2024-10-01,30865,31550,62415,-685,62335,61650,123985,685,93200.0,1265.0,3777.0,-3777.0
2024-10-02,37893,37085,74978,808,61490,62298,123788,-808,99383.0,6183.0,-1493.0,1493.0
2024-10-03,31873,37516,69389,-5643,62260,56617,118877,5643,94133.0,-5250.0,6451.0,-6451.0
2024-10-04,34120,35006,69126,-886,61714,60828,122542,886,95834.0,1701.0,-4757.0,4757.0
2024-10-07,31091,37833,68924,-6742,65363,58621,123984,6742,96454.0,620.0,5856.0,-5856.0
2024-10-08,33791,34018,67809,-227,64098,63871,127969,227,97889.0,1435.0,-6515.0,6515.0
2024-10-09,35215,37177,72392,-1962,64493,62531,127024,1962,99708.0,1819.0,1735.0,-1735.0
2024-10-10,34723,35516,70239,-793,64906,64113,129019,793,99629.0,-79.0,-1169.0,1169.0
2024-10-11,36557,32029,68586,4528,59070,63598,122668,-4528,95627.0,-4002.0,-5321.0,5321.0
2024-10-14,37139,29568,66707,7571,61094,68665,129759,-7571,98233.0,2606.0,-3043.0,3043.0
2024-10-15,36295,29536,65831,6759,67338,74097,141435,-6759,103633.0,5400.0,812.0,-812.0
2024-10-16,35331,29682,65013,5649,69032,74681,143713,-5649,104363.0,730.0,1110.0,-1110.0
2024-10-17,36338,30151,66489,6187,70167,76354,146521,-6187,106505.0,2142.0,-538.0,538.0
2024-10-18,36300,24939,61239,11361,69574,80935,150509,-11361,105874.0,-631.0,-5174.0,5174.0
2024-10-21,35728,25012,60740,10716,69432,80148,149580,-10716,105160.0,-714.0,645.0,-645.0
2024-10-22,36305,26655,62960,9650,69626,79276,148902,-9650,105931.0,771.0,1066.0,-1066.0
2024-10-23,37968,29176,67144,8792,69488,78280,147768,-8792,107456.0,1525.0,858.0,-858.0
2024-10-24,37405,33792,71197,3613,69972,73585,143557,-3613,107377.0,-79.0,5179.0,-5179.0
2024-10-25,46389,38688,85077,7701,78448,86149,164597,-7701,124837.0,17460.0,-4088.0,4088.0
2024-10-28,52794,35115,87909,17679,78049,95728,173777,-17679,130843.0,6006.0,-9978.0,9978.0
2024-10-29,53008,38308,91316,14700,81604,96304,177908,-14700,134612.0,3769.0,2979.0,-2979.0
2024-10-30,51986,42915,94901,9071,83072,92143,175215,-9071,135058.0,446.0,5629.0,-5629.0
2024-10-31,53201,41747,94948,11454,83949,95403,179352,-11454,137150.0,2092.0,-2383.0,2383.0
2024-11-01,51764,37185,88949,14579,81788,96367,178155,-14579,133552.0,-3598.0,-3125.0,3125.0
2024-11-05,51265,37893,89158,13372,84887,98259,183146,-13372,136152.0,2600.0,1207.0,-1207.0
2024-11-06,55660,40675,96335,14985,92157,107142,199299,-14985,147817.0,11665.0,-1613.0,1613.0
2024-11-07,56805,40344,97149,16461,91655,108116,199771,-16461,148460.0,643.0,-1476.0,1476.0
2024-11-08,57424,38340,95764,19084,96368,115452,211820,-19084,153792.0,5332.0,-2623.0,2623.0
2024-11-11,57445,39128,96573,18317,96871,115188,212059,-18317,154316.0,524.0,767.0,-767.0
2024-11-12,58893,37910,96803,20983,97386,118369,215755,-20983,156279.0,1963.0,-2666.0,2666.0
2024-11-13,60782,36369,97151,24413,98353,122766,221119,-24413,159135.0,2856.0,-3430.0,3430.0
2024-11-14,67747,38675,106422,29072,93791,122863,216654,-29072,161538.0,2403.0,-4659.0,4659.0
2024-11-15,68440,40293,108733,28147,95282,123429,218711,-28147,163722.0,2184.0,925.0,-925.0
2024-11-18,68507,32116,100623,36391,81308,117699,199007,-36391,149815.0,-13907.0,-8244.0,8244.0
2024-11-19,72744,35057,107801,37687,74050,111737,185787,-37687,146794.0,-3021.0,-1296.0,1296.0
2024-11-20,67049,37495,104544,29554,74531,104085,178616,-29554,141580.0,-5214.0,8133.0,-8133.0
2024-11-21,60293,33571,93864,26722,69827,96549,166376,-26722,130120.0,-11460.0,2832.0,-2832.0
2024-11-22,60454,35796,96250,24658,70698,95356,166054,-24658,131152.0,1032.0,2064.0,-2064.0
2024-11-25,64156,35531,99687,28625,74447,103072,177519,-28625,138603.0,7451.0,-3967.0,3967.0
2024-11-26,66262,32281,98543,33981,70345,104326,174671,-33981,136607.0,-1996.0,-5356.0,5356.0
2024-11-27,69882,37690,107572,32192,74456,106648,181104,-32192,144338.0,7731.0,1789.0,-1789.0
2024-11-28,68294,33716,102010,34578,71210,105788,176998,-34578,139504.0,-4834.0,-2386.0,2386.0
2024-11-29,69966,34819,104785,35147,75250,110397,185647,-35147,145216.0,5712.0,-569.0,569.0
2024-12-02,70206,33550,103756,36656,75835,112491,188326,-36656,146041.0,825.0,-1509.0,1509.0
2024-12-03,70684,35756,106440,34928,75662,110590,186252,-34928,146346.0,305.0,1728.0,-1728.0
2024-12-04,72911,36054,108965,36857,71937,108794,180731,-36857,144848.0,-1498.0,-1929.0,1929.0
2024-12-05,70925,39530,110455,31395,74784,106179,180963,-31395,145709.0,861.0,5462.0,-5462.0
2024-12-06,73276,35825,109101,37451,74053,111504,185557,-37451,147329.0,1620.0,-6056.0,6056.0
2024-12-09,76341,38846,115187,37495,80858,118353,199211,-37495,157199.0,9870.0,-44.0,44.0
2024-12-10,75838,40874,116712,34964,81467,116431,197898,-34964,157305.0,106.0,2531.0,-2531.0
2024-12-11,78844,46763,125607,32081,87854,119935,207789,-32081,166698.0,9393.0,2883.0,-2883.0
2024-12-12,76686,41077,117763,35609,87659,123268,210927,-35609,164345.0,-2353.0,-3528.0,3528.0
2024-12-13,74974,38177,113151,36797,87128,123925,211053,-36797,162102.0,-2243.0,-1188.0,1188.0
2024-12-16,78723,34392,113115,44331,89821,134152,223973,-44331,168544.0,6442.0,-7534.0,7534.0
2024-12-17,77722,35466,113188,42256,103626,145882,249508,-42256,181348.0,12804.0,2075.0,-2075.0
2024-12-18,70267,31322,101589,38945,132287,171232,303519,-38945,202554.0,21206.0,3311.0,-3311.0
2024-12-19,49908,30534,80442,19374,95242,114616,209858,-19374,145150.0,-57404.0,19571.0,-19571.0
2024-12-20,51087,41731,92818,9356,111797,121153,232950,-9356,162884.0,17734.0,10018.0,-10018.0
2024-12-23,51445,38890,90335,12555,105355,117910,223265,-12555,156800.0,-6084.0,-3199.0,3199.0
2024-12-24,54074,39816,93890,14258,112592,126850,239442,-14258,166666.0,9866.0,-1703.0,1703.0
2024-12-25,54849,42862,97711,11987,116311,128298,244609,-11987,171160.0,4494.0,2271.0,-2271.0
2024-12-26,51077,45962,97039,5115,114051,119166,233217,-5115,165128.0,-6032.0,6872.0,-6872.0
2024-12-27,50260,41834,92094,8426,110208,118634,228842,-8426,160468.0,-4660.0,-3311.0,3311.0
2024-12-30,48007,45539,93546,2468,116009,118477,234486,-2468,164016.0,3548.0,5958.0,-5958.0
2025-01-02,46688,43534,90222,3154,116034,119188,235222,-3154,162722.0,-1294.0,-686.0,686.0
2025-01-03,49000,39217,88217,9783,107198,116981,224179,-9783,156198.0,-6524.0,-6629.0,6629.0
2025-01-06,51006,39779,90785,11227,105217,116444,221661,-11227,156223.0,25.0,-1444.0,1444.0
2025-01-08,51865,42389,94254,9476,107756,117232,224988,-9476,159621.0,3398.0,1751.0,-1751.0
2025-01-09,57397,41666,99063,15731,99801,115532,215333,-15731,157198.0,-2423.0,-6255.0,6255.0
2025-01-10,56911,45434,102345,11477,101685,113162,214847,-11477,158596.0,1398.0,4254.0,-4254.0
2025-01-13,57031,48926,105957,8105,94508,102613,197121,-8105,151539.0,-7057.0,3372.0,-3372.0
2025-01-14,57862,52557,110419,5305,95068,100373,195441,-5305,152930.0,1391.0,2800.0,-2800.0
2025-01-15,58219,51564,109783,6655,91295,97950,189245,-6655,149514.0,-3416.0,-1350.0,1350.0
2025-01-16,61431,50653,112084,10778,90734,101512,192246,-10778,152165.0,2651.0,-4123.0,4123.0
2025-01-17,62921,55233,118154,7688,92630,100318,192948,-7688,155551.0,3386.0,3090.0,-3090.0
2025-01-20,65612,58546,124158,7066,91902,98968,190870,-7066,157514.0,1963.0,622.0,-622.0
2025-01-21,67195,55917,123112,11278,88463,99741,188204,-11278,155658.0,-1856.0,-4212.0,4212.0
2025-01-22,65721,52635,118356,13086,90365,103451,193816,-13086,156086.0,428.0,-1808.0,1808.0
2025-01-23,71741,47341,119082,24400,85018,109418,194436,-24400,156759.0,673.0,-11314.0,11314.0
2025-01-24,71139,46936,118075,24203,80334,104537,184871,-24203,151473.0,-5286.0,197.0,-197.0
2025-01-27,66832,42745,109577,24087,81966,106053,188019,-24087,148798.0,-2675.0,116.0,-116.0
2025-01-28,67177,42973,110150,24204,80649,104853,185502,-24204,147826.0,-972.0,-117.0,117.0
2025-01-29,66316,44242,110558,22074,83962,106036,189998,-22074,150278.0,2452.0,2130.0,-2130.0
2025-01-30,66786,43943,110729,22843,78020,100863,178883,-22843,144806.0,-5472.0,-769.0,769.0
2025-01-31,62059,44443,106502,17616,75101,92717,167818,-17616,137160.0,-7646.0,5227.0,-5227.0
2025-02-03,66756,41875,108631,24881,69384,94265,163649,-24881,136140.0,-1020.0,-7265.0,7265.0
2025-02-04,67604,42216,109820,25388,69221,94609,163830,-25388,136825.0,685.0,-507.0,507.0
2025-02-05,72471,35715,108186,36756,68758,105514,174272,-36756,141229.0,4404.0,-11368.0,11368.0
2025-02-06,68490,38957,107447,29533,71753,101286,173039,-29533,140243.0,-986.0,7223.0,-7223.0
2025-02-07,65087,37090,102177,27997,73585,101582,175167,-27997,138672.0,-1571.0,1536.0,-1536.0
2025-02-10,70645,44165,114810,26480,77812,104292,182104,-26480,148457.0,9785.0,1517.0,-1517.0
2025-02-11,76795,43608,120403,33187,76234,109421,185655,-33187,153029.0,4572.0,-6707.0,6707.0
2025-02-12,67887,43852,111739,24035,83670,107705,191375,-24035,151557.0,-1472.0,9152.0,-9152.0
2025-02-13,60295,40871,101166,19424,82734,102158,184892,-19424,143029.0,-8528.0,4611.0,-4611.0
2025-02-14,60789,39701,100490,21088,90940,112028,202968,-21088,151729.0,8700.0,-1664.0,1664.0
2025-02-17,67726,43235,110961,24491,93284,117775,211059,-24491,161010.0,9281.0,-3403.0,3403.0
2025-02-18,76536,40961,117497,35575,92463,128038,220501,-35575,168999.0,7989.0,-11084.0,11084.0
2025-02-19,77147,41298,118445,35849,88072,123921,211993,-35849,165219.0,-3780.0,-274.0,274.0
2025-02-20,77960,38258,116218,39702,91812,131514,223326,-39702,169772.0,4553.0,-3853.0,3853.0
2025-02-21,72417,39558,111975,32859,92187,125046,217233,-32859,164604.0,-5168.0,6843.0,-6843.0
2025-02-24,76778,33220,109998,43558,93872,137430,231302,-43558,170650.0,6046.0,-10699.0,10699.0
2025-02-25,83781,31245,115026,52536,103850,156386,260236,-52536,187631.0,16981.0,-8978.0,8978.0
2025-02-26,81871,29001,110872,52870,98513,151383,249896,-52870,180384.0,-7247.0,-334.0,334.0
2025-02-27,82656,27100,109756,55556,98462,154018,252480,-55556,181118.0,734.0,-2686.0,2686.0
2025-02-28,82864,27911,110775,54953,99208,154161,253369,-54953,182072.0,954.0,603.0,-603.0
2025-03-03,81821,29275,111096,52546,98429,150975,249404,-52546,180250.0,-1822.0,2407.0,-2407.0
2025-03-04,86527,31116,117643,55411,103917,159328,263245,-55411,190444.0,10194.0,-2865.0,2865.0
2025-03-05,92172,30231,122403,61941,113886,175827,289713,-61941,206058.0,15614.0,-6530.0,6530.0
2025-03-06,92930,29384,122314,63546,109807,173353,283160,-63546,202737.0,-3321.0,-1605.0,1605.0
2025-03-07,87340,29681,117021,57659,107126,164785,271911,-57659,194466.0,-8271.0,5887.0,-5887.0
