date,LONG_FIZ,SHORT_FIZ,OI_FIZ,NET_FIZ,LONG_YUR,SHORT_YUR,OI_YUR,NET_YUR,OI_TOTAL,DELTA_OI,DELTA_NET_YUR,DELTA_NET_FIZ
2026-03-20,65319,15420,80739,49899,111275,161174,272449,-49899,176594.0,-28019.0,6338.0,-6338.0
2026-03-23,67544,18037,85581,49507,112602,162109,274711,-49507,180146.0,3552.0,392.0,-392.0
2026-03-24,68980,16963,85943,52017,113293,165310,278603,-52017,182273.0,2127.0,-2510.0,2510.0
2026-03-25,68969,16194,85163,52775,113516,166291,279807,-52775,182485.0,212.0,-758.0,758.0
2026-03-26,71801,19371,91172,52430,114403,166833,281236,-52430,186204.0,3719.0,345.0,-345.0
2026-03-27,75734,20396,96130,55338,110349,165687,276036,-55338,186083.0,-121.0,-2908.0,2908.0
2026-03-30,73959,16070,90029,57889,111366,169255,280621,-57889,185325.0,-758.0,-2551.0,2551.0
2026-03-31,76829,18199,95028,58630,108537,167167,275704,-58630,185366.0,41.0,-741.0,741.0
2026-04-01,79106,14886,93992,64220,109346,173566,282912,-64220,188452.0,3086.0,-5590.0,5590.0
2026-04-02,81306,15556,96862,65750,106888,172638,279526,-65750,188194.0,-258.0,-1530.0,1530.0
2026-04-03,90858,18140,108998,72718,103048,175766,278814,-72718,193906.0,5712.0,-6968.0,6968.0
2026-04-06,90015,17497,107512,72518,105618,178136,283754,-72518,195633.0,1727.0,200.0,-200.0
